candidate_name,party_at_disqualification,constituency_id_2020,year_disqualified,role_at_time,impact_2026,source
Khalid Khurshid,PTI,GBA-13,2023,Chief Minister of GB,Cannot stand for re-election; PTI must field a new candidate in GBA-13,research_pack
