constituency_id,election_year,rank,candidate_name,party,votes,vote_share_pct,vote_share_pct_imputed,won,source,source_url,fetched_at
GBA-24,2015,2,Engr Mohammad Ismail,PPP,5193.0,45.69,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2015,3,Muhammad Ishaq Saqib,MWM,948.0,8.33,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,1,Engr Mohammad Ismail,PPP,6239.0,49.45,False,True,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,2,Syed Shams ud Din,PTI,5666.0,44.91,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,3,Syed Shamsuddin,PTI,5361.0,29.83,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-24,2020,4,Muhammad Ibrahim,PML,403.0,1.3,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,5,Manzoor Hussain,PML-N,305.0,1.0,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-3,2009,1,Aftab Haider,PPP,6214.0,100.0,True,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2015,1,Doctor Muhammad Iqbal,PML-N,7852.0,36.14,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2015,2,Muhammad Shafi Khan,ITP,4555.0,20.96,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2015,3,Aftab Haider,PPP,4207.0,19.36,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2015,4,Allama Nayyar Abbas Mustfavi,MWM,3612.0,16.62,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2015,5,Saeed Ur Rehman,JUI-F,839.0,3.86,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2015,6,Sher Ghazi,PTI,619.0,2.85,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2015,7,Capt(Rtd.) Hadi Hussain,MQM,44.0,0.2,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,1,Syed Sohail Abbas Shah,PTI,6873.0,26.03,True,True,wikipedia_2020_summary+wikipedia_constituency_page,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-3,2020,2,Muhammad Iqbal,Independent,4855.0,18.39,True,False,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,3,Muhammad Shafi,PML-Q,4754.0,18.01,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,4,Aftab Haider,PPP,3799.0,14.39,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,5,Zulfiqar Ali Tatu,PML-N,2726.0,10.33,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,6,Sanan Ahmad,Independent,1821.0,6.9,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,7,Sher Ghazi,Independent,1136.0,4.3,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,8,Muhammad Nafees,Independent,256.0,0.97,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-3,2020,9,Maulana Akbar Hussain,PSP,180.0,0.68,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-3_Gilgit-III,cached
GBA-4,2009,1,Muhammad Ali Akhtar,PPP,3890.0,34.26,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2009,2,Muhammad Ali,Independent,3717.0,32.74,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2009,3,Fida Hussain,Independent,2126.0,18.72,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2009,4,Muhammad Hassan,MQM,821.0,7.23,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2009,5,Fida Ali,Independent,746.0,6.57,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2015,1,Doctor Muhammad Ali Haidar,ITP,5039.0,37.16,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2015,2,Kashif Ali,PPP,4091.0,30.17,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2015,3,Ali Muhammad,MWM,3014.0,22.22,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2015,4,Haji Fida Hussain,PML-N,1361.0,10.04,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2015,5,Muhammad Javid,PTI,46.0,0.34,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2015,6,Muhammad Ali Akhtar,Independent,11.0,0.08,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-4_Nagar-I,cached
GBA-4,2020,1,Amjad Hussain Azar,PPP,4716.0,52.36,True,True,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-4,2020,2,Muhammad Ayub,ITP,4291.0,47.64,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-5,2009,1,Mirza Hussain,PML-Q,1890.0,35.6,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2009,2,Zulfiqar Ali Murad,PPP,1739.0,32.76,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2009,3,Kalb Ali,Independent,794.0,14.96,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2009,4,Prince Barkat Ali,Independent,390.0,7.35,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2009,5,Abdul Karim,MQM,384.0,7.23,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2009,6,Sajjad Hussian,Independent,111.0,2.09,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2015,1,Doctor Rizwan Ali,MWM,2141.0,29.03,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2015,2,Prince Qasim Ali Khan,Independent,1546.0,20.97,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2015,3,Haji Qalab Ali,PML-N,1376.0,18.66,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2015,4,Zulfiqar Ali Murad,PPP,1304.0,17.68,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2015,5,Mirza Hussain,PTI,1001.0,13.57,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2015,6,Sheikh Mirza Ali,ITP,5.0,0.67,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2015,7,Muhammad Issa,APML,1.0,0.01,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2020,1,Javed Ali Manwa,Independent,2570.0,58.14,True,True,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-5_Nagar-II,cached
GBA-5,2020,2,Rizwan Ali,MWM,1850.0,41.86,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-6,2009,1,Wazir Baig,PPP,5270.0,28.79,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2009,2,Kamil Jan,MQM,4124.0,22.09,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2009,3,Noor Muhammad,Independent,3703.0,19.84,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2009,4,Prince Sher Yar Khan,PML-N,1360.0,7.86,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2009,5,Arif Hussain,Independent,1098.0,5.89,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2009,6,Rehmatullah Baig,PML-Q,734.0,3.93,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2009,7,Raja Shahbaz Khan,Independent,539.0,2.89,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2015,1,Mir Ghazanfar Ali Khan,PML-N,8245.0,40.01,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2015,2,Baba Jan,AWP,4641.0,22.55,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2015,3,Zafar Iqbal,PPP,3501.0,17.49,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2015,4,Izhar Hunzai,PTI,2291.0,11.13,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2015,5,Sheikh Musa Karimi,MWM,1041.0,5.06,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2015,6,Aman Ullah,APML,254.0,1.23,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-6_Hunza,cached
GBA-6,2020,1,Abaid Ullah Baig,PTI,5710.0,54.94,True,True,wikipedia_2020_summary+wikipedia_constituency_page,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-6,2020,2,Noor Muhammad,Independent,4683.0,45.06,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-7,2009,1,Syed Mehdi Shah,PPP,6997.0,62.98,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2009,2,Prince Sher Yar Khan,PML-Q,1360.0,12.24,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2009,3,Raja Zikria Maqpoon,MQM,1276.0,11.49,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2009,4,Fida Muhammad Nishad,Independent,307.0,2.76,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2015,1,M. Akbar Khan,PML-N,3331.0,28.48,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2015,2,Raja Jalal Hussain Maqpoon,PTI,3330.0,28.47,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2015,3,Syed Mehdi Shah,PPP,2693.0,23.02,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2015,4,"Gh, Shehzad Agha",ITP,925.0,7.91,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2015,5,Zahid Hussain,MWM,713.0,6.09,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2015,6,Muzzafar Hussain,Independent,265.0,2.27,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2015,7,Kamal Hussain,APML,179.0,1.53,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2020,1,Raja Muhammad Zakaria Khan Maqpoon,PTI,5565.0,37.18,True,True,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-7,2020,2,Raja Zakarya Maqoon,PTI,5290.0,35.34,True,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-7_Skardu-I,cached
GBA-7,2020,3,Syed Mehdi Shah,PPP,4113.0,27.48,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-8,2009,1,Sheikh Nisar,PPP,8077.0,44.61,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2009,2,Syed Muhammad Ali Shah,Independent,5036.0,27.45,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2009,3,Ghulam Nabi,Independent,4608.0,25.12,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2009,4,Nisar Khan,MQM,205.0,1.18,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2015,1,Kacho Imtiaz Haider Khan,MWM,10411.0,42.58,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2015,2,Syed Mohammad Ali Shah,PML-N,4841.0,19.83,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2015,3,Syed Mohammad Abbas Rizvi,ITP,2945.0,12.04,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2015,4,Nisar Hussain Sarbaz,PPP,2485.0,10.16,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2015,5,Muhammad Zakir,PTI,445.0,1.82,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2015,6,Farman Ali,Independent,381.0,1.56,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2020,1,Muhammad Maisam Kazim,MWM,7998.0,35.35,False,True,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-8_Skardu-II,cached
GBA-8,2020,2,Syed M. Ali Shah,PPP,6904.0,31.12,False,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
GBA-9,2009,1,Wazir Shakeel,PPP,6432.0,100.0,True,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2015,1,Fida Muhammad Nashad,PML-N,6246.0,50.1,False,True,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2015,2,Wazir Muhammad Saleem,MWM,5554.0,44.55,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2015,3,Ghulam Raza Haidri,PPP,462.0,3.71,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2015,4,Syed Mohammad Abbas Rizvi,ITP,48.0,0.39,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2015,5,Ali Kazim,PTI,13.0,0.1,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2015,6,Syed Abbas Almosvi,APML,13.0,0.1,False,False,wikipedia_constituency_page,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2020,1,Wazir Muhammad Saleem,PTI,6865.0,56.96,True,True,wikipedia_constituency_page+wikipedia_2020_summary,https://en.wikipedia.org/wiki/GBA-9_Skardu-III,cached
GBA-9,2020,2,Fida Muhammad Nashad,PTI,5187.0,43.04,True,False,wikipedia_2020_summary,https://en.wikipedia.org/wiki/2020_Gilgit-Baltistan_Assembly_election,cached
