constituency_id,election_year,rank,candidate_name,party,votes,vote_share_pct,won,source_url,fetched_at
GBA-20,2015,2,Sultan Madad,PML-N,3362,16.66,False,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,3,Nadir Khan,Independent,2423,12.01,False,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,4,Ali Madad Sher,PPP,2048,10.15,False,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,5,Abdul Khaliq,Independent,1835,9.09,False,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,6,Noor Wali Khan,APML,1529,7.58,False,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2015,7,Atta-ur-Rehman,PTI,1286,6.37,False,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-20,2020,1,Nazir Ahmad,Pakistan Tehreek-e-Insaf,5582,,True,https://en.wikipedia.org/wiki/GBA-20_Ghizer-II,cached
GBA-21,2009,1,Muhammad Ayub Shah,Independent,3206,,True,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,1,Raja Jahanzaib,PTI,7252,39.17,True,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,2,Ghulam Muhammad,PML-N,5602,30.26,False,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,3,Muhammad Ayub Shah,PPP,4081,22.04,False,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,4,Jamsheed khan,APML,887,4.79,False,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,5,Nadir Khan,PAT,304,1.64,False,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,6,Abdul Khaliq,MQM,150,0.81,False,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2015,7,Muhammad Aziz,JUI-F,6,0.03,False,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-21,2020,1,Ghulam Muhammad,Pakistan Muslim League (N),4609,,True,https://en.wikipedia.org/wiki/GBA-21_Ghizer-III,cached
GBA-22,2009,1,Muhammad Jaffer,Pakistan Peoples Party,3772,,True,https://en.wikipedia.org/wiki/GBA-22_Ghanche-I,cached
GBA-22,2015,1,Muhammad Ibrahim Sanai,PML-N,11382,85.95,True,https://en.wikipedia.org/wiki/GBA-22_Ghanche-I,cached
GBA-22,2015,2,Amina Bibi Ansari,PTI,1860,14.05,False,https://en.wikipedia.org/wiki/GBA-22_Ghanche-I,cached
GBA-22,2020,1,Mushtaq Hussain,Independent,5360,,True,https://en.wikipedia.org/wiki/GBA-22_Ghanche-I,cached
GBA-23,2009,1,Mufti Muhammad Abdullah,Pakistan Muslim League (N),4240,,True,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,1,Ghulam Hussain,PML(N),6657,50.91,True,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,2,Amina Bibi Ansari,PTI,5710,43.67,False,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,3,Zuhair Ahmad Khan,MQM,227,1.74,False,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,4,Shereen Fatima,PPP,182,1.39,False,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2015,5,Khadim Hussain,PAT,140,1.07,False,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2020,1,Abdul Hameed,Independent,3657,28.15,True,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2020,2,Amina Bibi Ansari,PTI,3210,24.05,False,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2020,3,Asif Advocate,Independent,2527,20.74,False,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-23,2020,4,Ghulam Ali Haideri,PPP,2182,17.03,False,https://en.wikipedia.org/wiki/GBA-23_Ghanche-II,cached
GBA-24,2015,1,Mohammad Shafiq,PML-N,5226,45.98,True,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2015,2,Engr Mohammad Ismail,PPP,5193,45.69,False,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2015,3,Muhammad Ishaq Saqib,MWM,948,8.33,False,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,1,Engr Mohammad Ismail,PPP,6239,49.45,True,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,2,Syed Shams ud Din,PTI,5666,44.91,False,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,3,Muhammad Ibrahim,PML,403,1.3,False,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
GBA-24,2020,4,Manzoor Hussain,PML(N),305,1.0,False,https://en.wikipedia.org/wiki/GBA-24_Ghanche-III,cached
